Species,Block,Latitude,Longitude,WnvPresent,Month,Day,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_lag7,DewPoint_lag7,WetBulb_lag7,PrecipTotal_lag7,SeaLevel_lag7,Tavg_lag14,DewPoint_lag14,WetBulb_lag14,PrecipTotal_lag14,SeaLevel_lag14,Tavg_lag21,DewPoint_lag21,WetBulb_lag21,PrecipTotal_lag21,SeaLevel_lag21,Tavg_lag28,DewPoint_lag28,WetBulb_lag28,PrecipTotal_lag28,SeaLevel_lag28,Tavg_lag35,DewPoint_lag35,WetBulb_lag35,PrecipTotal_lag35,SeaLevel_lag35
RESTUANS,14,41.906638,-87.701431,0,6,5,63.5,49.0,56.5,47.5,51.5,0.345,29.785,5.7,4.0,7.85,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055,69.0,56.0,61.0,0.49,29.835,69.0,57.5,62.5,0.0,30.025,67.5,51.0,56.5,0.0,29.82
RESTUANS,11,41.868077,-87.666901,0,6,5,63.5,49.0,56.5,47.5,51.5,0.345,29.785,5.7,4.0,7.85,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055,69.0,56.0,61.0,0.49,29.835,69.0,57.5,62.5,0.0,30.025,67.5,51.0,56.5,0.0,29.82
RESTUANS,42,41.662014,-87.724608,0,6,5,63.5,49.0,56.5,47.5,51.5,0.345,29.785,5.7,4.0,7.85,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055,69.0,56.0,61.0,0.49,29.835,69.0,57.5,62.5,0.0,30.025,67.5,51.0,56.5,0.0,29.82
RESTUANS,40,41.953067,-87.776792,0,6,5,63.5,49.0,56.5,47.5,51.5,0.345,29.785,5.7,4.0,7.85,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055,69.0,56.0,61.0,0.49,29.835,69.0,57.5,62.5,0.0,30.025,67.5,51.0,56.5,0.0,29.82
RESTUANS,43,41.878114,-87.629798,0,6,5,63.5,49.0,56.5,47.5,51.5,0.345,29.785,5.7,4.0,7.85,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055,69.0,56.0,61.0,0.49,29.835,69.0,57.5,62.5,0.0,30.025,67.5,51.0,56.5,0.0,29.82
RESTUANS,70,41.916265,-87.800515,0,6,5,63.5,49.0,56.5,47.5,51.5,0.345,29.785,5.7,4.0,7.85,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055,69.0,56.0,61.0,0.49,29.835,69.0,57.5,62.5,0.0,30.025,67.5,51.0,56.5,0.0,29.82
PIPIENS/RESTUANS,35,41.682587,-87.707973,0,6,5,63.5,49.0,56.5,47.5,51.5,0.345,29.785,5.7,4.0,7.85,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055,69.0,56.0,61.0,0.49,29.835,69.0,57.5,62.5,0.0,30.025,67.5,51.0,56.5,0.0,29.82
RESTUANS,35,41.682587,-87.707973,0,6,5,63.5,49.0,56.5,47.5,51.5,0.345,29.785,5.7,4.0,7.85,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055,69.0,56.0,61.0,0.49,29.835,69.0,57.5,62.5,0.0,30.025,67.5,51.0,56.5,0.0,29.82
RESTUANS,41,41.95469,-87.800991,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,62,41.994991,-87.769279,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,25,41.891118,-87.654491,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,22,41.731922,-87.677512,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,36,41.944869,-87.832763,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,58,41.986921,-87.689778,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,14,41.906638,-87.701431,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
PIPIENS/RESTUANS,11,41.868077,-87.666901,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,11,41.868077,-87.666901,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
PIPIENS/RESTUANS,42,41.662014,-87.724608,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,42,41.662014,-87.724608,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
PIPIENS,42,41.662014,-87.724608,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,53,41.961743,-87.76007,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,40,41.953067,-87.776792,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,42,41.958271,-87.702575,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
PIPIENS/RESTUANS,70,41.916265,-87.800515,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,70,41.916265,-87.800515,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,35,41.682587,-87.707973,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
PIPIENS/RESTUANS,21,41.852652,-87.719887,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
PIPIENS/RESTUANS,96,41.719059,-87.675088,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
RESTUANS,96,41.719059,-87.675088,0,6,26,91.5,71.5,81.5,69.0,72.0,0.16,30.1,6.699999999999999,21.5,7.6,73.0,55.0,63.0,0.755,29.939999999999998,73.5,50.5,60.5,0.0,30.15,56.5,47.5,51.5,0.345,29.785,75.5,58.5,65.5,0.0,30.1,72.5,45.0,58.0,0.0,30.055
PIPIENS/RESTUANS,22,41.921965,-87.632085,0,6,29,70.5,56.0,63.5,55.5,59.5,0.0,30.119999999999997,7.5,2.0,8.25,69.0,49.5,58.0,,30.055,77.5,56.0,64.5,0.0,29.979999999999997,70.5,53.5,61.5,0.0,29.84,75.5,63.0,66.5,0.2,29.905,62.5,45.0,53.0,0.09,30.235
RESTUANS,65,41.999129,-87.795585,0,6,29,70.5,56.0,63.5,55.5,59.5,0.0,30.119999999999997,7.5,2.0,8.25,69.0,49.5,58.0,,30.055,77.5,56.0,64.5,0.0,29.979999999999997,70.5,53.5,61.5,0.0,29.84,75.5,63.0,66.5,0.2,29.905,62.5,45.0,53.0,0.09,30.235
RESTUANS,11,41.868077,-87.666901,0,6,29,70.5,56.0,63.5,55.5,59.5,0.0,30.119999999999997,7.5,2.0,8.25,69.0,49.5,58.0,,30.055,77.5,56.0,64.5,0.0,29.979999999999997,70.5,53.5,61.5,0.0,29.84,75.5,63.0,66.5,0.2,29.905,62.5,45.0,53.0,0.09,30.235
PIPIENS,11,41.868077,-87.666901,0,6,29,70.5,56.0,63.5,55.5,59.5,0.0,30.119999999999997,7.5,2.0,8.25,69.0,49.5,58.0,,30.055,77.5,56.0,64.5,0.0,29.979999999999997,70.5,53.5,61.5,0.0,29.84,75.5,63.0,66.5,0.2,29.905,62.5,45.0,53.0,0.09,30.235
RESTUANS,42,41.662014,-87.724608,0,6,29,70.5,56.0,63.5,55.5,59.5,0.0,30.119999999999997,7.5,2.0,8.25,69.0,49.5,58.0,,30.055,77.5,56.0,64.5,0.0,29.979999999999997,70.5,53.5,61.5,0.0,29.84,75.5,63.0,66.5,0.2,29.905,62.5,45.0,53.0,0.09,30.235
RESTUANS,70,41.916265,-87.800515,0,6,29,70.5,56.0,63.5,55.5,59.5,0.0,30.119999999999997,7.5,2.0,8.25,69.0,49.5,58.0,,30.055,77.5,56.0,64.5,0.0,29.979999999999997,70.5,53.5,61.5,0.0,29.84,75.5,63.0,66.5,0.2,29.905,62.5,45.0,53.0,0.09,30.235
RESTUANS,35,41.682587,-87.707973,0,6,29,70.5,56.0,63.5,55.5,59.5,0.0,30.119999999999997,7.5,2.0,8.25,69.0,49.5,58.0,,30.055,77.5,56.0,64.5,0.0,29.979999999999997,70.5,53.5,61.5,0.0,29.84,75.5,63.0,66.5,0.2,29.905,62.5,45.0,53.0,0.09,30.235
RESTUANS,37,41.948167,-87.730698,0,6,29,70.5,56.0,63.5,55.5,59.5,0.0,30.119999999999997,7.5,2.0,8.25,69.0,49.5,58.0,,30.055,77.5,56.0,64.5,0.0,29.979999999999997,70.5,53.5,61.5,0.0,29.84,75.5,63.0,66.5,0.2,29.905,62.5,45.0,53.0,0.09,30.235
RESTUANS,30,41.857402,-87.694991,0,6,29,70.5,56.0,63.5,55.5,59.5,0.0,30.119999999999997,7.5,2.0,8.25,69.0,49.5,58.0,,30.055,77.5,56.0,64.5,0.0,29.979999999999997,70.5,53.5,61.5,0.0,29.84,75.5,63.0,66.5,0.2,29.905,62.5,45.0,53.0,0.09,30.235
PIPIENS/RESTUANS,41,41.95469,-87.800991,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,62,41.994991,-87.769279,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,62,41.994991,-87.769279,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,79,41.974089,-87.824812,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,25,41.891118,-87.654491,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,25,41.891118,-87.654491,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,22,41.688324,-87.676709,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,22,41.731922,-87.677512,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,22,41.731922,-87.677512,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS,22,41.731922,-87.677512,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,36,41.944869,-87.832763,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,58,41.986921,-87.689778,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,11,41.868077,-87.666901,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,42,41.662014,-87.724608,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,42,41.662014,-87.724608,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,70,41.916265,-87.800515,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,35,41.682587,-87.707973,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,35,41.682587,-87.707973,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,70,42.008314,-87.777921,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,70,42.008314,-87.777921,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,30,41.857402,-87.694991,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,11,41.868142,-87.696269,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
RESTUANS,11,41.868142,-87.696269,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,96,41.719059,-87.675088,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,61,41.923738,-87.785288,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,64,41.970248,-87.787992,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,10,41.89923,-87.716788,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
PIPIENS/RESTUANS,60,41.942114,-87.776385,0,7,2,78.0,55.5,67.0,50.0,58.5,0.0,30.215,6.65,13.0,8.3,77.0,66.5,70.0,0.0,30.064999999999998,80.0,65.0,70.0,0.15000000000000002,29.835,73.5,51.5,61.0,0.0,30.1,64.5,57.5,60.0,0.35,29.515,65.0,48.0,56.5,0.0,30.145
